travelCode,user_id,departure,arrival,flightType,flight_price,flight_duration,distance,agency,flight_date,hotel_name,hotel_place,days,hotel_base,total_hotel,check_in,company,user_name,gender,age,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,totalDistance,fuelPolicy,bookingStatus,total_rent_price,total_price
2828,25,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,11/28/2019,Hotel A,Florianopolis (SC),3,313.02,939.06,11/28/2019,4You,Elizabeth Smith,female,64,East Robertshire,New Collin,Hatchback,Hertz,5.0,218.0,Partial,Pending,2230.0,4021.24
2845,25,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,03/26/2020,Hotel BP,Brasilia (DF),2,247.62,495.24,03/26/2020,4You,Elizabeth Smith,female,64,Mendozashire,North Katie,Hatchback,Hertz,1.0,230.0,Partial,Confirmed,2125.0,3342.17
2851,25,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,05-07-2020,Hotel Z,Aracaju (SE),2,208.04,416.08,05-07-2020,4You,Elizabeth Smith,female,64,Kristahaven,South John,SUV,Enterprise,5.0,206.0,Prepaid,Confirmed,3353.0,4423.96
2863,25,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,07/30/2020,Hotel A,Florianopolis (SC),2,313.02,626.04,07/30/2020,4You,Elizabeth Smith,female,64,Port Brian,East Reneeview,Sedan,Hertz,2.0,217.0,Partial,Cancelled,2644.0,4641.87
2883,25,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,12/17/2020,Hotel K,Salvador (BH),3,263.41,790.23,12/17/2020,4You,Elizabeth Smith,female,64,Bushmouth,Angelatown,Sedan,Enterprise,3.0,181.0,Partial,Pending,2334.0,4847.94
2884,25,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,12/24/2020,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/24/2020,4You,Elizabeth Smith,female,64,Karenside,Lake Stevenland,Luxury,Avis,3.0,235.0,Partial,Cancelled,5976.0,7153.22
2895,25,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,03-11-2021,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03-11-2021,4You,Elizabeth Smith,female,64,West Cristian,New Chad,Hatchback,Enterprise,1.0,471.0,Prepaid,Pending,4066.0,4754.99
3030,27,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,03/19/2020,Hotel BD,Natal (RN),1,242.88,242.88,03/19/2020,4You,Sean Pearson,male,62,South Kendra,Lake Nicoleshire,Hatchback,Budget,5.0,206.0,Prepaid,Confirmed,2131.0,3002.84
3085,28,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,10/24/2019,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/24/2019,4You,April Miller,female,46,East Charles,Franceshaven,Hatchback,Sixt,4.0,155.0,Partial,Cancelled,1660.0,3217.26
3103,29,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,12/19/2019,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/19/2019,4You,Lisa Natera,female,35,North Jasonmouth,Braunside,Hatchback,Budget,2.0,314.0,Prepaid,Cancelled,2826.0,3717.37
3128,30,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,12-12-2019,Hotel BD,Natal (RN),1,242.88,242.88,12-12-2019,4You,Alberta Bornhorst,female,59,Stephanieshire,New Peter,Hatchback,Sixt,4.0,263.0,Full-to-Full,Cancelled,2530.0,3200.13
3172,32,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,09/26/2019,Hotel AU,Recife (PE),3,312.83,938.49,09/26/2019,4You,Wesley Locker,male,44,Johnnystad,West Teresa,Sedan,Enterprise,2.0,158.0,Partial,Pending,2057.0,4114.96
3187,32,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,01-09-2020,Hotel BW,Campo Grande (MS),1,60.39,60.39,01-09-2020,4You,Wesley Locker,male,44,Timothyfort,North Markhaven,SUV,Budget,4.0,337.0,Partial,Pending,4821.0,5992.15
3187,32,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,01-09-2020,Hotel BW,Campo Grande (MS),1,60.39,60.39,01-09-2020,4You,Wesley Locker,male,44,Perezfurt,Kathyburgh,Hatchback,Avis,1.0,229.0,Prepaid,Cancelled,2114.0,3285.15
3224,32,Recife (PE),Salvador (BH),firstClass,1470.41,2.05,788.55,Rainbow,09/24/2020,Hotel K,Salvador (BH),1,263.41,263.41,09/24/2020,4You,Wesley Locker,male,44,Paulfurt,Duartefurt,Hatchback,Avis,2.0,269.0,Partial,Cancelled,2484.0,4217.82
3288,32,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,12/16/2021,Hotel Z,Aracaju (SE),2,208.04,416.08,12/16/2021,4You,Wesley Locker,male,44,Evansside,Vazquezmouth,Hatchback,Enterprise,5.0,150.0,Full-to-Full,Pending,1677.0,3353.18
3327,32,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,2.3,885.57,CloudFy,09/15/2022,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/15/2022,4You,Wesley Locker,male,44,Port Lisa,Port Beckystad,SUV,Budget,4.0,118.0,Prepaid,Confirmed,2206.0,4482.35
3390,34,Brasilia (DF),Natal (RN),firstClass,1313.76,1.43,550.69,CloudFy,04/23/2020,Hotel BD,Natal (RN),4,242.88,971.52,04/23/2020,4You,Anita Petersen,female,21,Lisaside,Lake Kristin,Luxury,Hertz,3.0,360.0,Partial,Cancelled,8495.0,10780.28
3396,34,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,06-04-2020,Hotel AU,Recife (PE),2,312.83,625.66,06-04-2020,4You,Anita Petersen,female,21,Martinezmouth,Lake Laura,Luxury,Avis,4.0,389.0,Partial,Pending,9196.0,10242.86
3408,34,Recife (PE),Florianopolis (SC),economic,803.39,1.76,676.53,Rainbow,08/27/2020,Hotel A,Florianopolis (SC),3,313.02,939.06,08/27/2020,4You,Anita Petersen,female,21,Christopherfurt,Edwinstad,SUV,Sixt,1.0,372.0,Partial,Confirmed,4989.0,6731.45
3415,34,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,10/15/2020,Hotel A,Florianopolis (SC),2,313.02,626.04,10/15/2020,4You,Anita Petersen,female,21,North Bradleystad,Robertton,Sedan,Hertz,2.0,450.0,Partial,Cancelled,4972.0,7167.69
3418,34,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,11-05-2020,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11-05-2020,4You,Anita Petersen,female,21,Leeton,West Dianaport,Hatchback,Hertz,4.0,416.0,Prepaid,Cancelled,3752.0,4733.62
3429,34,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,01/21/2021,Hotel BP,Brasilia (DF),3,247.62,742.86,01/21/2021,4You,Anita Petersen,female,21,West Jerrymouth,Johnstad,Luxury,Budget,1.0,79.0,Partial,Confirmed,2560.0,3742.24
3451,34,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,06/24/2021,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/24/2021,4You,Anita Petersen,female,21,Nunezport,Hannahborough,Hatchback,Avis,5.0,466.0,Partial,Pending,4217.0,5653.48
3520,34,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,10/20/2022,Hotel BD,Natal (RN),2,242.88,485.76,10/20/2022,4You,Anita Petersen,female,21,East Natashamouth,Wendyview,Sedan,Hertz,5.0,298.0,Full-to-Full,Cancelled,3650.0,4467.86
3574,36,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,11/14/2019,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/14/2019,4You,Anna Rodriguez,none,56,West Jessica,New Jenniferchester,Sedan,Avis,1.0,133.0,Prepaid,Confirmed,1744.0,2700.25
3596,36,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,04/16/2020,Hotel A,Florianopolis (SC),3,313.02,939.06,04/16/2020,4You,Anna Rodriguez,none,56,New Joseph,Johnstonshire,Luxury,Enterprise,5.0,337.0,Prepaid,Pending,8323.0,10451.38
3658,38,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,10-10-2019,Hotel BD,Natal (RN),3,242.88,728.64,10-10-2019,4You,Nancy Dowdy,female,47,Port Andrewborough,North Benjamin,Sedan,Avis,3.0,173.0,Partial,Pending,2272.0,3380.96
3658,38,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,10-10-2019,Hotel BD,Natal (RN),3,242.88,728.64,10-10-2019,4You,Nancy Dowdy,female,47,Kimberlyburgh,Annville,Hatchback,Hertz,4.0,117.0,Prepaid,Cancelled,1375.0,2483.96
3688,38,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,05-07-2020,Hotel AU,Recife (PE),3,312.83,938.49,05-07-2020,4You,Nancy Dowdy,female,47,West Natashaburgh,Stevensfort,Luxury,Hertz,5.0,487.0,Prepaid,Pending,11300.0,13357.96
3729,38,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,02/18/2021,Hotel BD,Natal (RN),4,242.88,971.52,02/18/2021,4You,Nancy Dowdy,female,47,Lake Phillip,East Brittany,Hatchback,Hertz,1.0,143.0,Partial,Pending,1418.0,3023.23
3765,39,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,11-07-2019,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11-07-2019,4You,Billie Dwight,female,48,Alisonberg,Brianview,SUV,Hertz,3.0,290.0,Prepaid,Cancelled,4175.0,4724.89
3793,39,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,05/21/2020,Hotel A,Florianopolis (SC),2,313.02,626.04,05/21/2020,4You,Billie Dwight,female,48,East Jamesmouth,West Michaelshire,Luxury,Hertz,1.0,217.0,Prepaid,Cancelled,5305.0,7153.28
3827,39,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,01/14/2021,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/14/2021,4You,Billie Dwight,female,48,Haleyport,South Brittanyville,Luxury,Budget,2.0,300.0,Prepaid,Cancelled,7131.0,8300.57
3868,39,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,10/28/2021,Hotel AU,Recife (PE),1,312.83,312.83,10/28/2021,4You,Billie Dwight,female,48,Morrisstad,Lake Michael,Hatchback,Avis,4.0,216.0,Prepaid,Cancelled,2152.0,3269.07
3875,39,Recife (PE),Salvador (BH),firstClass,1470.41,2.05,788.55,Rainbow,12/16/2021,Hotel K,Salvador (BH),2,263.41,526.82,12/16/2021,4You,Billie Dwight,female,48,Petersonstad,Jesseburgh,Luxury,Avis,1.0,236.0,Partial,Cancelled,5689.0,7686.23
3899,39,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,06-02-2022,Hotel A,Florianopolis (SC),3,313.02,939.06,06-02-2022,4You,Billie Dwight,female,48,Rachelview,East Beverlychester,SUV,Sixt,1.0,457.0,Prepaid,Confirmed,6009.0,8123.03
3922,40,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,01/30/2020,Hotel BP,Brasilia (DF),2,247.62,495.24,01/30/2020,4You,Carlos Campbell,none,42,Krausemouth,West Kimberly,Luxury,Budget,1.0,216.0,Prepaid,Cancelled,5316.0,6384.85
3924,40,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,02/13/2020,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02/13/2020,4You,Carlos Campbell,none,42,New Jacquelinestad,South Leslie,SUV,Avis,4.0,143.0,Full-to-Full,Pending,2486.0,4008.92
3936,40,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,05-07-2020,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,05-07-2020,4You,Carlos Campbell,none,42,Sherriton,East Howardburgh,SUV,Enterprise,2.0,311.0,Partial,Cancelled,4342.0,5847.69
4003,40,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,08/19/2021,Hotel A,Florianopolis (SC),4,313.02,1252.08,08/19/2021,4You,Carlos Campbell,none,42,Hectorhaven,Brittanyville,Sedan,Avis,2.0,220.0,Partial,Pending,2658.0,4671.28
4004,40,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,08/26/2021,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,08/26/2021,4You,Carlos Campbell,none,42,Robertsonborough,Hallhaven,Sedan,Budget,4.0,330.0,Prepaid,Pending,3930.0,4440.25
4014,40,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,11-04-2021,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11-04-2021,4You,Carlos Campbell,none,42,South Sharonview,Billville,SUV,Hertz,3.0,262.0,Partial,Cancelled,3855.0,5070.01
4027,40,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,02-03-2022,Hotel AF,Sao Paulo (SP),1,139.1,139.1,02-03-2022,4You,Carlos Campbell,none,42,New Thomas,Maciasfort,Sedan,Sixt,3.0,89.0,Full-to-Full,Pending,1438.0,2307.53
4054,40,Recife (PE),Sao Paulo (SP),firstClass,883.63,1.26,486.52,CloudFy,08-11-2022,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08-11-2022,4You,Carlos Campbell,none,42,Anthonyport,Donaldtown,Luxury,Sixt,4.0,187.0,Partial,Pending,5171.0,6471.93
4058,40,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,09-08-2022,Hotel AF,Sao Paulo (SP),4,139.1,556.4,09-08-2022,4You,Carlos Campbell,none,42,Lake Joshua,Brendabury,Hatchback,Sixt,2.0,310.0,Full-to-Full,Confirmed,2796.0,4082.83
4131,41,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,08/20/2020,Hotel BP,Brasilia (DF),2,247.62,495.24,08/20/2020,4You,Sandra Bissonnette,female,62,Port Jose,South Wesley,Hatchback,Sixt,4.0,279.0,Full-to-Full,Confirmed,2670.0,3887.17
4135,41,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,09/17/2020,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/17/2020,4You,Sandra Bissonnette,female,62,New Christina,South Jonathanborough,SUV,Hertz,2.0,98.0,Partial,Cancelled,1788.0,2712.71
4149,41,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,12/24/2020,Hotel AU,Recife (PE),4,312.83,1251.32,12/24/2020,4You,Sandra Bissonnette,female,62,Morrisport,Lake Sallyside,Hatchback,Enterprise,3.0,208.0,Prepaid,Cancelled,2036.0,4376.19
4168,41,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,05-06-2021,Hotel Z,Aracaju (SE),1,208.04,208.04,05-06-2021,4You,Sandra Bissonnette,female,62,Foleytown,Lake Taylormouth,Hatchback,Sixt,2.0,378.0,Prepaid,Confirmed,3370.0,4232.92
4175,41,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,06/24/2021,Hotel BD,Natal (RN),4,242.88,971.52,06/24/2021,4You,Sandra Bissonnette,female,62,New Elizabethhaven,East Deniseburgh,Sedan,Enterprise,3.0,400.0,Prepaid,Cancelled,4520.0,6599.04
4182,41,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,08-12-2021,Hotel BP,Brasilia (DF),1,247.62,247.62,08-12-2021,4You,Sandra Bissonnette,female,62,Thomasport,New Gabriella,Luxury,Enterprise,2.0,95.0,Prepaid,Confirmed,3041.0,3682.3
4220,41,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,05-05-2022,Hotel BD,Natal (RN),2,242.88,485.76,05-05-2022,4You,Sandra Bissonnette,female,62,Shannonview,New Kristi,Luxury,Budget,1.0,171.0,Partial,Confirmed,4406.0,5469.47
4221,41,Brasilia (DF),Florianopolis (SC),firstClass,1487.52,1.66,637.56,CloudFy,05-12-2022,Hotel A,Florianopolis (SC),4,313.02,1252.08,05-12-2022,4You,Sandra Bissonnette,female,62,Carterton,Jillburgh,Sedan,Sixt,3.0,348.0,Partial,Pending,4000.0,6739.6
4225,41,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,06-09-2022,Hotel AU,Recife (PE),1,312.83,312.83,06-09-2022,4You,Sandra Bissonnette,female,62,South Kristopher,Carneychester,Sedan,Hertz,2.0,406.0,Partial,Confirmed,4510.0,5244.03
4225,41,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,06-09-2022,Hotel AU,Recife (PE),1,312.83,312.83,06-09-2022,4You,Sandra Bissonnette,female,62,Campbellfort,New Alexandriachester,SUV,Budget,4.0,329.0,Prepaid,Confirmed,4732.0,5466.03
4289,43,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,03/26/2020,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,03/26/2020,4You,Louise James,female,24,South Richardside,Morrisborough,Hatchback,Enterprise,5.0,172.0,Full-to-Full,Pending,1854.0,3193.7
4305,43,Recife (PE),Natal (RN),economic,301.51,0.58,222.67,CloudFy,07/16/2020,Hotel BD,Natal (RN),4,242.88,971.52,07/16/2020,4You,Louise James,female,24,Deckerchester,Cruzborough,Hatchback,Avis,1.0,356.0,Partial,Pending,3132.0,4405.03
4336,43,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,02/18/2021,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/18/2021,4You,Louise James,female,24,Port Isaiah,Port Alexandra,SUV,Enterprise,3.0,424.0,Partial,Pending,5792.0,7105.6
4339,43,Brasilia (DF),Salvador (BH),firstClass,1665.24,1.76,676.56,Rainbow,03-11-2021,Hotel K,Salvador (BH),1,263.41,263.41,03-11-2021,4You,Louise James,female,24,Patricktown,Simmonsbury,Luxury,Budget,2.0,338.0,Partial,Cancelled,7909.0,9837.65
4340,43,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,03/18/2021,Hotel BW,Campo Grande (MS),1,60.39,60.39,03/18/2021,4You,Louise James,female,24,East Olivia,North Rebeccamouth,SUV,Hertz,3.0,295.0,Partial,Cancelled,4238.0,5394.97
4372,44,Brasilia (DF),Sao Paulo (SP),premium,750.0,0.67,257.81,Rainbow,04/16/2020,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/16/2020,4You,David Brisco,male,21,Ericafurt,New Kathleen,Sedan,Budget,1.0,427.0,Prepaid,Confirmed,4670.0,5559.1
4420,44,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,03/18/2021,Hotel K,Salvador (BH),2,263.41,526.82,03/18/2021,4You,David Brisco,male,21,Port Jessica,Burnsberg,Luxury,Budget,3.0,337.0,Full-to-Full,Cancelled,8016.0,10027.76
4430,44,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,05/27/2021,Hotel BW,Campo Grande (MS),1,60.39,60.39,05/27/2021,4You,David Brisco,male,21,Port Harry,South Jose,SUV,Avis,3.0,234.0,Full-to-Full,Cancelled,3507.0,4418.54
4459,45,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,01/16/2020,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/16/2020,4You,Margaret Paul,female,54,South Brittany,Watersburgh,SUV,Avis,4.0,369.0,Full-to-Full,Pending,5234.0,6219.1
4459,45,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,01/16/2020,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/16/2020,4You,Margaret Paul,female,54,Hendersonton,North Susan,Hatchback,Avis,3.0,113.0,Full-to-Full,Cancelled,1267.0,2252.1
4463,45,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,02/13/2020,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/13/2020,4You,Margaret Paul,female,54,North Jasonshire,Tammyfort,Sedan,Sixt,2.0,434.0,Full-to-Full,Cancelled,4813.0,6501.91
4588,46,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,04/23/2020,Hotel A,Florianopolis (SC),2,313.02,626.04,04/23/2020,4You,Bobby Garcia,male,42,Bakerhaven,Jacobstown,Sedan,Budget,5.0,279.0,Full-to-Full,Pending,3462.0,5670.45
4682,46,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,02-10-2022,Hotel AU,Recife (PE),2,312.83,625.66,02-10-2022,4You,Bobby Garcia,male,42,Richardmouth,West Michaelhaven,Hatchback,Avis,4.0,157.0,Prepaid,Cancelled,1667.0,3168.07
4782,47,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,04/15/2021,Hotel K,Salvador (BH),2,263.41,526.82,04/15/2021,4You,Kevin Lindholm,male,28,Alexanderbury,Roseport,Sedan,Budget,1.0,256.0,Partial,Confirmed,2968.0,4415.9
4788,47,Recife (PE),Sao Paulo (SP),economic,545.95,1.26,486.52,Rainbow,05/27/2021,Hotel AF,Sao Paulo (SP),4,139.1,556.4,05/27/2021,4You,Kevin Lindholm,male,28,New Jessicafort,South Kathleenton,SUV,Budget,1.0,424.0,Partial,Cancelled,5607.0,6709.35
4863,48,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,03/26/2020,Hotel BP,Brasilia (DF),4,247.62,990.48,03/26/2020,4You,Clyde Ruiz,male,46,Lake Antonioside,Lake Josephberg,SUV,Hertz,3.0,405.0,Full-to-Full,Pending,5543.0,7107.09
4886,49,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,11/14/2019,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/14/2019,4You,Charles Wilenkin,male,55,Butlerfort,Port Rebeccaville,SUV,Enterprise,1.0,218.0,Partial,Confirmed,3131.0,4401.37
4936,49,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,10/29/2020,Hotel AU,Recife (PE),4,312.83,1251.32,10/29/2020,4You,Charles Wilenkin,male,55,Gutierrezchester,Duncanbury,Sedan,Hertz,3.0,270.0,Full-to-Full,Cancelled,3253.0,5106.81
4968,49,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,06-10-2021,Hotel BW,Campo Grande (MS),3,60.39,181.17,06-10-2021,4You,Charles Wilenkin,male,55,New Robert,North Zachary,SUV,Budget,5.0,258.0,Prepaid,Cancelled,3956.0,4968.87
4995,49,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,12/16/2021,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/16/2021,4You,Charles Wilenkin,male,55,Dianebury,West Lydia,Sedan,Sixt,3.0,483.0,Full-to-Full,Pending,5372.0,6491.93
5046,50,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,01-02-2020,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01-02-2020,4You,Monique Williams,female,56,Robbinston,Fritzfort,SUV,Sixt,5.0,364.0,Partial,Pending,5231.0,6100.53
5048,50,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,01/16/2020,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/16/2020,4You,Monique Williams,female,56,Floresside,Port Meghan,Luxury,Sixt,5.0,252.0,Prepaid,Confirmed,6611.0,8119.67
5069,50,Brasilia (DF),Campo Grande (MS),economic,629.54,0.72,277.7,Rainbow,06-11-2020,Hotel BW,Campo Grande (MS),1,60.39,60.39,06-11-2020,4You,Monique Williams,female,56,South Georgeborough,Riverafurt,SUV,Enterprise,1.0,439.0,Partial,Cancelled,5779.0,6468.93
5103,50,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,02-04-2021,Hotel AU,Recife (PE),3,312.83,938.49,02-04-2021,4You,Monique Williams,female,56,New Kristenburgh,Lake Marymouth,Hatchback,Budget,5.0,359.0,Partial,Cancelled,3332.0,4872.98
5109,50,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,03/18/2021,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03/18/2021,4You,Monique Williams,female,56,Lake Jessica,Mclaughlintown,Hatchback,Avis,4.0,107.0,Partial,Confirmed,1280.0,2146.34
5110,50,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,03/25/2021,Hotel BW,Campo Grande (MS),1,60.39,60.39,03/25/2021,4You,Monique Williams,female,56,West Veronica,New Katelyn,Hatchback,Avis,4.0,134.0,Prepaid,Pending,1504.0,2675.15
5205,52,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,11-12-2020,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11-12-2020,4You,Joyce Jacobsen,female,55,New Katherineside,Port Andreashire,Hatchback,Sixt,5.0,268.0,Partial,Confirmed,2641.0,3597.25
5206,52,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,11/19/2020,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/19/2020,4You,Joyce Jacobsen,female,55,Lake Lisa,New Bonnie,Hatchback,Hertz,4.0,365.0,Partial,Confirmed,3345.0,4162.15
5210,52,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,12/17/2020,Hotel BP,Brasilia (DF),2,247.62,495.24,12/17/2020,4You,Joyce Jacobsen,female,55,Priceville,Port Larrystad,Hatchback,Enterprise,2.0,133.0,Prepaid,Pending,1382.0,2349.96
5239,52,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,07-08-2021,Hotel A,Florianopolis (SC),2,313.02,626.04,07-08-2021,4You,Joyce Jacobsen,female,55,Lake Cassidy,Michaelport,Hatchback,Enterprise,1.0,222.0,Partial,Cancelled,2052.0,4032.57
5268,52,Recife (PE),Sao Paulo (SP),premium,670.13,1.26,486.52,Rainbow,01/27/2022,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/27/2022,4You,Joyce Jacobsen,female,55,East Adam,South Shannonchester,Sedan,Avis,5.0,349.0,Partial,Cancelled,4177.0,4986.23
5374,54,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,02/27/2020,Hotel AU,Recife (PE),1,312.83,312.83,02/27/2020,4You,Dorothea Delaney,female,21,North Janet,New Anna,Sedan,Sixt,2.0,389.0,Partial,Cancelled,4369.0,5486.07
5413,54,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,11/26/2020,Hotel BP,Brasilia (DF),1,247.62,247.62,11/26/2020,4You,Dorothea Delaney,female,21,Chloechester,Port Daniel,Hatchback,Avis,3.0,384.0,Prepaid,Pending,3471.0,4616.66
